YEAR1,PLOT,LOC,BLOCK,HARVEST,y,GEN,PHI_y,year,trl,yld,yr,blk,har,plt
2001,19/3,0630,3,1,134.7,WD  01171,32.10269298,2001,2001,134.7,2001,3,1,WD  01171
2001,19/4,0630,4,1,130.7,WD  01171,31.478385,2001,2001,130.7,2001,4,1,WD  01171
2001,3/1,0630,1,1,134,WD  00751,31.993953,2001,2001,134,2001,1,1,WD  00751
2001,3/2,0630,2,1,147.8,WD  00751,34.09969665,2001,2001,147.8,2001,2,1,WD  00751
2001,3/3,0630,3,1,141.2,WD  00751,33.1023743,2001,2001,141.2,2001,3,1,WD  00751
2001,3/4,0630,4,1,144.7,WD  00751,33.63341194,2001,2001,144.7,2001,4,1,WD  00751
2001,12/1,0630,1,1,131.5,WD  01149,31.60382108,2001,2001,131.5,2001,1,1,WD  01149
2001,12/2,0630,2,1,146.7,WD  01149,33.93467008,2001,2001,146.7,2001,2,1,WD  01149
2001,12/3,0630,3,1,136.3,WD  01149,32.35043844,2001,2001,136.3,2001,3,1,WD  01149
2001,12/4,0630,4,1,139.8,WD  01149,32.88856163,2001,2001,139.8,2001,4,1,WD  01149
2001,13/1,0630,1,1,140.1,WD  01150,32.93444687,2001,2001,140.1,2001,1,1,WD  01150
2001,13/2,0630,2,1,140.4,WD  01150,32.9802948,2001,2001,140.4,2001,2,1,WD  01150
2001,13/3,0630,3,1,141.1,WD  01150,33.08712877,2001,2001,141.1,2001,3,1,WD  01150
2001,13/4,0630,4,1,137.6,WD  01150,32.55091887,2001,2001,137.6,2001,4,1,WD  01150
2001,14/1,0630,1,1,127.3,WD  01151,30.94199271,2001,2001,127.3,2001,1,1,WD  01151
2001,14/2,0630,2,1,140,WD  01151,32.91915594,2001,2001,140,2001,2,1,WD  01151
2001,14/3,0630,3,1,130.3,WD  01151,31.41555757,2001,2001,130.3,2001,3,1,WD  01151
2001,14/4,0630,4,1,133.5,WD  01151,31.91614939,2001,2001,133.5,2001,4,1,WD  01151
2001,15/1,0630,1,1,148.9,WD  01152,34.26425717,2001,2001,148.9,2001,1,1,WD  01152
2001,15/2,0630,2,1,139.3,WD  01152,32.81200298,2001,2001,139.3,2001,2,1,WD  01152
2001,15/3,0630,3,1,141.9,WD  01152,33.20897843,2001,2001,141.9,2001,3,1,WD  01152
2001,15/4,0630,4,1,147.3,WD  01152,34.02474264,2001,2001,147.3,2001,4,1,WD  01152
2001,16/1,0630,1,1,139.2,WD  01156,32.79667873,2001,2001,139.2,2001,1,1,WD  01156
2001,16/2,0630,2,1,145,WD  01156,33.67870106,2001,2001,145,2001,2,1,WD  01156
2001,16/3,0630,3,1,144.5,WD  01156,33.60319937,2001,2001,144.5,2001,3,1,WD  01156
2001,16/4,0630,4,1,138.7,WD  01156,32.71999464,2001,2001,138.7,2001,4,1,WD  01156
2001,2/1,0630,1,1,134.8,WD  00609,32.11820972,2001,2001,134.8,2001,1,1,WD  00609
2001,2/2,0630,2,1,142.5,WD  00609,33.30019445,2001,2001,142.5,2001,2,1,WD  00609
2001,2/3,0630,3,1,144.3,WD  00609,33.57297091,2001,2001,144.3,2001,3,1,WD  00609
2001,2/4,0630,4,1,147.8,WD  00609,34.09969665,2001,2001,147.8,2001,4,1,WD  00609
2001,18/1,0630,1,1,124.1,WD  01164,30.43215763,2001,2001,124.1,2001,1,1,WD  01164
2001,18/2,0630,2,1,135.5,WD  01164,32.22670466,2001,2001,135.5,2001,2,1,WD  01164
2001,18/3,0630,3,1,125,WD  01164,30.57604853,2001,2001,125,2001,3,1,WD  01164
2001,18/4,0630,4,1,134.4,WD  01164,32.05611649,2001,2001,134.4,2001,4,1,WD  01164
2001,35/1,0630,1,1,146.1,WD  00516,33.84445743,2001,2001,146.1,2001,1,1,WD  00516
2001,35/2,0630,2,1,131.2,WD  00516,31.55681662,2001,2001,131.2,2001,2,1,WD  00516
2001,35/3,0630,3,1,142.1,WD  00516,33.23940003,2001,2001,142.1,2001,3,1,WD  00516
2001,35/4,0630,4,1,144.4,WD  00516,33.58808713,2001,2001,144.4,2001,4,1,WD  00516
2001,24/1,0630,1,1,137.8,WD  01155,32.58169802,2001,2001,137.8,2001,1,1,WD  01155
2001,24/2,0630,2,1,147,WD  01155,33.97972382,2001,2001,147,2001,2,1,WD  01155
2001,24/3,0630,3,1,145.8,WD  01155,33.79929832,2001,2001,145.8,2001,3,1,WD  01155
2001,24/4,0630,4,1,154,WD  01155,35.02126508,2001,2001,154,2001,4,1,WD  01155
2001,25/1,0630,1,1,136,WD  01158,32.3040707,2001,2001,136,2001,1,1,WD  01158
2001,25/2,0630,2,1,146.6,WD  01158,33.91964439,2001,2001,146.6,2001,2,1,WD  01158
2001,25/3,0630,3,1,156.2,WD  01158,35.34486918,2001,2001,156.2,2001,3,1,WD  01158
2001,25/4,0630,4,1,155.1,WD  01158,35.18328516,2001,2001,155.1,2001,4,1,WD  01158
2001,7/1,0630,1,1,143.7,WD  00411,33.48218985,2001,2001,143.7,2001,1,1,WD  00411
2001,7/2,0630,2,1,140.6,WD  00411,33.0108394,2001,2001,140.6,2001,2,1,WD  00411
2001,7/3,0630,3,1,145.3,WD  00411,33.72395459,2001,2001,145.3,2001,3,1,WD  00411
2001,7/4,0630,4,1,147,WD  00411,33.97972382,2001,2001,147,2001,4,1,WD  00411
2001,7/1,0630,1,2,145.4,WD  01172,33.73903121,2002,2001,145.4,2002,1,2,WD  01172
2001,7/2,0630,2,2,147.2,WD  01172,34.00974024,2002,2001,147.2,2002,2,2,WD  01172
2001,7/3,0630,3,2,142.9,WD  01172,33.36092406,2002,2001,142.9,2002,3,2,WD  01172
2001,7/4,0630,4,2,118.4,WD  01172,29.51145877,2002,2001,118.4,2002,4,2,WD  01172
2001,6/1,0630,1,2,152.1,WD  01026,34.74037251,2002,2001,152.1,2002,1,2,WD  01026
2001,6/2,0630,2,2,150.2,WD  01026,34.45814341,2002,2001,150.2,2002,2,2,WD  01026
2001,6/3,0630,3,2,156.1,WD  01026,35.33019763,2002,2001,156.1,2002,3,2,WD  01026
2001,6/4,0630,4,2,128.9,WD  01026,31.19508206,2002,2001,128.9,2002,4,2,WD  01026
2001,9/1,0630,1,2,134.3,WD  01174,32.04058222,2002,2001,134.3,2002,1,2,WD  01174
2001,9/2,0630,2,2,138.8,WD  01174,32.73533985,2002,2001,138.8,2002,2,2,WD  01174
2001,9/3,0630,3,2,152.2,WD  01174,34.75518945,2002,2001,152.2,2002,3,2,WD  01174
2001,9/4,0630,4,2,119.4,WD  01174,29.67418304,2002,2001,119.4,2002,4,2,WD  01174
2001,5/1,0630,1,2,145.6,WD  00883,33.76917263,2002,2001,145.6,2002,1,2,WD  00883
2001,5/2,0630,2,2,140.1,WD  00883,32.93444687,2002,2001,140.1,2002,2,2,WD  00883
2001,5/3,0630,3,2,157.4,WD  00883,35.52065031,2002,2001,157.4,2002,3,2,WD  00883
2001,5/4,0630,4,2,125.9,WD  00883,30.71954629,2002,2001,125.9,2002,4,2,WD  00883
2001,18/1,0630,1,2,134.4,WD  01171,32.05611649,2002,2001,134.4,2002,1,2,WD  01171
2001,18/2,0630,2,2,145.1,WD  01171,33.69378952,2002,2001,145.1,2002,2,2,WD  01171
2001,18/3,0630,3,2,140.2,WD  01171,32.94973366,2002,2001,140.2,2002,3,2,WD  01171
2001,18/4,0630,4,2,128.7,WD  01171,31.16351144,2002,2001,128.7,2002,4,2,WD  01171
2001,3/1,0630,1,2,142.9,WD  00751,33.36092406,2002,2001,142.9,2002,1,2,WD  00751
2001,3/2,0630,2,2,163.2,WD  00751,36.36318488,2002,2001,163.2,2002,2,2,WD  00751
2001,3/3,0630,3,2,150.7,WD  00751,34.53254511,2002,2001,150.7,2002,3,2,WD  00751
2001,3/4,0630,4,2,143.6,WD  00751,33.46704568,2002,2001,143.6,2002,4,2,WD  00751
2001,11/1,0630,1,2,134.9,WD  01149,32.13372208,2002,2001,134.9,2002,1,2,WD  01149
2001,11/2,0630,2,2,157.8,WD  01149,35.57913075,2002,2001,157.8,2002,2,2,WD  01149
2001,11/3,0630,3,2,136.5,WD  01149,32.38132872,2002,2001,136.5,2002,3,2,WD  01149
2001,11/4,0630,4,2,136.7,WD  01149,32.41220181,2002,2001,136.7,2002,4,2,WD  01149
2001,12/1,0630,1,2,139.1,WD  01150,32.7813503,2002,2001,139.1,2002,1,2,WD  01150
2001,12/2,0630,2,2,145,WD  01150,33.67870106,2002,2001,145,2002,2,2,WD  01150
2001,12/3,0630,3,2,143.5,WD  01150,33.4518975,2002,2001,143.5,2002,3,2,WD  01150
2001,12/4,0630,4,2,133,WD  01150,31.83823497,2002,2001,133,2002,4,2,WD  01150
2001,13/1,0630,1,2,127.9,WD  01151,31.03704208,2002,2001,127.9,2002,1,2,WD  01151
2001,13/2,0630,2,2,149.7,WD  01151,34.38364754,2002,2001,149.7,2002,2,2,WD  01151
2001,13/3,0630,3,2,134.2,WD  01151,32.02504355,2002,2001,134.2,2002,3,2,WD  01151
2001,13/4,0630,4,2,126.5,WD  01151,30.81499497,2002,2001,126.5,2002,4,2,WD  01151
2001,14/1,0630,1,2,145.9,WD  01152,33.81435528,2002,2001,145.9,2002,1,2,WD  01152
2001,14/2,0630,2,2,148.9,WD  01152,34.26425717,2002,2001,148.9,2002,2,2,WD  01152
2001,14/3,0630,3,2,146.7,WD  01152,33.93467008,2002,2001,146.7,2002,3,2,WD  01152
2001,14/4,0630,4,2,152.2,WD  01152,34.75518945,2002,2001,152.2,2002,4,2,WD  01152
2001,15/1,0630,1,2,144.3,WD  01156,33.57297091,2002,2001,144.3,2002,1,2,WD  01156
2001,15/2,0630,2,2,154.4,WD  01156,35.08023219,2002,2001,154.4,2002,2,2,WD  01156
2001,15/3,0630,3,2,137.8,WD  01156,32.58169802,2002,2001,137.8,2002,3,2,WD  01156
2001,15/4,0630,4,2,144.5,WD  01156,33.60319937,2002,2001,144.5,2002,4,2,WD  01156
2001,2/1,0630,1,2,136.5,WD  00609,32.38132872,2002,2001,136.5,2002,1,2,WD  00609
2001,2/2,0630,2,2,159.4,WD  00609,35.81249147,2002,2001,159.4,2002,2,2,WD  00609
2001,2/3,0630,3,2,149.4,WD  00609,34.33890463,2002,2001,149.4,2002,3,2,WD  00609
2001,2/4,0630,4,2,145.4,WD  00609,33.73903121,2002,2001,145.4,2002,4,2,WD  00609
2001,17/1,0630,1,2,146.4,WD  01164,33.88958132,2002,2001,146.4,2002,1,2,WD  01164
2001,17/2,0630,2,2,165.8,WD  01164,36.73717044,2002,2001,165.8,2002,2,2,WD  01164
2001,17/3,0630,3,2,141.7,WD  01164,33.17854054,2002,2001,141.7,2002,3,2,WD  01164
2001,17/4,0630,4,2,149.9,WD  01164,34.41345722,2002,2001,149.9,2002,4,2,WD  01164
2001,34/1,0630,1,2,156.6,WD  00516,35.40351972,2002,2001,156.6,2002,1,2,WD  00516
2001,34/2,0630,2,2,142.7,WD  00516,33.33056734,2002,2001,142.7,2002,2,2,WD  00516
2001,34/3,0630,3,2,136.2,WD  00516,32.33498684,2002,2001,136.2,2002,3,2,WD  00516
2001,34/4,0630,4,2,137.9,WD  00516,32.59708122,2002,2001,137.9,2002,4,2,WD  00516
2001,23/1,0630,1,2,143.7,WD  01155,33.48218985,2002,2001,143.7,2002,1,2,WD  01155
2001,23/2,0630,2,2,152.5,WD  01155,34.79961809,2002,2001,152.5,2002,2,2,WD  01155
2001,23/3,0630,3,2,146.5,WD  01155,33.9046148,2002,2001,146.5,2002,3,2,WD  01155
2001,23/4,0630,4,2,144.9,WD  01155,33.66360865,2002,2001,144.9,2002,4,2,WD  01155
2001,24/1,0630,1,2,142.5,WD  01158,33.30019445,2002,2001,142.5,2002,1,2,WD  01158
2001,24/2,0630,2,2,152.5,WD  01158,34.79961809,2002,2001,152.5,2002,2,2,WD  01158
2001,24/3,0630,3,2,149.1,WD  01158,34.29412757,2002,2001,149.1,2002,3,2,WD  01158
2001,24/4,0630,4,2,147.8,WD  01158,34.09969665,2002,2001,147.8,2002,4,2,WD  01158
2001,21/1,0630,1,2,147.4,WD  00411,34.03974117,2002,2001,147.4,2002,1,2,WD  00411
2001,21/2,0630,2,2,160.2,WD  00411,35.9288379,2002,2001,160.2,2002,2,2,WD  00411
2001,21/3,0630,3,2,162.3,WD  00411,36.23320176,2002,2001,162.3,2002,3,2,WD  00411
2001,21/4,0630,4,2,144.9,WD  00411,33.66360865,2002,2001,144.9,2002,4,2,WD  00411
2001,7/1,0630,1,3,83.5,WD  01172,23.45203209,2003,2001,83.5,2003,1,3,WD  01172
2001,7/2,0630,2,3,89.5,WD  01172,24.55395237,2003,2001,89.5,2003,2,3,WD  01172
2001,7/3,0630,3,3,88.5,WD  01172,24.37229522,2003,2001,88.5,2003,3,3,WD  01172
2001,7/4,0630,4,3,86,WD  01172,23.91470541,2003,2001,86,2003,4,3,WD  01172
2001,6/1,0630,1,3,84.4,WD  01026,23.6191931,2003,2001,84.4,2003,1,3,WD  01026
2001,6/2,0630,2,3,90.9,WD  01026,24.806982,2003,2001,90.9,2003,2,3,WD  01026
2001,6/3,0630,3,3,91.4,WD  01026,24.89699026,2003,2001,91.4,2003,3,3,WD  01026
2001,6/4,0630,4,3,77.6,WD  01026,22.33871956,2003,2001,77.6,2003,4,3,WD  01026
2001,9/1,0630,1,3,83.2,WD  01174,23.3961598,2003,2001,83.2,2003,1,3,WD  01174
2001,9/2,0630,2,3,90.4,WD  01174,24.71678542,2003,2001,90.4,2003,2,3,WD  01174
2001,9/3,0630,3,3,99.7,WD  01174,26.36484095,2003,2001,99.7,2003,3,3,WD  01174
2001,9/4,0630,4,3,89.4,WD  01174,24.53582148,2003,2001,89.4,2003,4,3,WD  01174
2001,5/1,0630,1,3,92.1,WD  00883,25.02268813,2003,2001,92.1,2003,1,3,WD  00883
2001,5/2,0630,2,3,94.2,WD  00883,25.3976217,2003,2001,94.2,2003,2,3,WD  00883
2001,5/3,0630,3,3,100.5,WD  00883,26.50381882,2003,2001,100.5,2003,3,3,WD  00883
2001,5/4,0630,4,3,88.9,WD  00883,24.4450512,2003,2001,88.9,2003,4,3,WD  00883
2001,18/1,0630,1,3,85.2,WD  01171,23.76721286,2003,2001,85.2,2003,1,3,WD  01171
2001,18/2,0630,2,3,102,WD  01171,26.76327456,2003,2001,102,2003,2,3,WD  01171
2001,18/3,0630,3,3,86.4,WD  01171,23.98825611,2003,2001,86.4,2003,3,3,WD  01171
2001,18/4,0630,4,3,96.1,WD  01171,25.73411918,2003,2001,96.1,2003,4,3,WD  01171
2001,3/1,0630,1,3,89.6,WD  00751,24.57207556,2003,2001,89.6,2003,1,3,WD  00751
2001,3/2,0630,2,3,114.2,WD  00751,28.82223217,2003,2001,114.2,2003,2,3,WD  00751
2001,3/3,0630,3,3,92,WD  00751,25.00475357,2003,2001,92,2003,3,3,WD  00751
2001,3/4,0630,4,3,101.3,WD  00751,26.64237694,2003,2001,101.3,2003,4,3,WD  00751
2001,11/1,0630,1,3,84.6,WD  01149,23.65624784,2003,2001,84.6,2003,1,3,WD  01149
2001,11/2,0630,2,3,111.2,WD  01149,28.32401647,2003,2001,111.2,2003,2,3,WD  01149
2001,11/3,0630,3,3,88.2,WD  01149,24.31764621,2003,2001,88.2,2003,3,3,WD  01149
2001,11/4,0630,4,3,100.6,WD  01149,26.52116144,2003,2001,100.6,2003,4,3,WD  01149
2001,12/1,0630,1,3,87.3,WD  01150,24.15327376,2003,2001,87.3,2003,1,3,WD  01150
2001,12/2,0630,2,3,103.4,WD  01150,27.00412816,2003,2001,103.4,2003,2,3,WD  01150
2001,12/3,0630,3,3,88.2,WD  01150,24.31764621,2003,2001,88.2,2003,3,3,WD  01150
2001,12/4,0630,4,3,97,WD  01150,25.89262942,2003,2001,97,2003,4,3,WD  01150
2001,13/1,0630,1,3,82.4,WD  01151,23.24679147,2003,2001,82.4,2003,1,3,WD  01151
2001,13/2,0630,2,3,112.3,WD  01151,28.50728168,2003,2001,112.3,2003,2,3,WD  01151
2001,13/3,0630,3,3,85.9,WD  01151,23.89629744,2003,2001,85.9,2003,3,3,WD  01151
2001,13/4,0630,4,3,96.5,WD  01151,25.80463751,2003,2001,96.5,2003,4,3,WD  01151
2001,14/1,0630,1,3,95.2,WD  01152,25.57504384,2003,2001,95.2,2003,1,3,WD  01152
2001,14/2,0630,2,3,95.2,WD  01152,25.57504384,2003,2001,95.2,2003,2,3,WD  01152
2001,14/3,0630,3,3,84.9,WD  01152,23.7117676,2003,2001,84.9,2003,3,3,WD  01152
2001,14/4,0630,4,3,97.4,WD  01152,25.96289892,2003,2001,97.4,2003,4,3,WD  01152
2001,15/1,0630,1,3,89.8,WD  01156,24.60829889,2003,2001,89.8,2003,1,3,WD  01156
2001,15/2,0630,2,3,98.1,WD  01156,26.08560725,2003,2001,98.1,2003,2,3,WD  01156
2001,15/3,0630,3,3,97.3,WD  01156,25.94534184,2003,2001,97.3,2003,3,3,WD  01156
2001,15/4,0630,4,3,99.4,WD  01156,26.31261508,2003,2001,99.4,2003,4,3,WD  01156
2001,2/1,0630,1,3,87.8,WD  00609,24.24467085,2003,2001,87.8,2003,1,3,WD  00609
2001,2/2,0630,2,3,109.9,WD  00609,28.10653975,2003,2001,109.9,2003,2,3,WD  00609
2001,2/3,0630,3,3,90.9,WD  00609,24.806982,2003,2001,90.9,2003,3,3,WD  00609
2001,2/4,0630,4,3,106.3,WD  00609,27.49913302,2003,2001,106.3,2003,4,3,WD  00609
2001,17/1,0630,1,3,86.7,WD  01164,24.04333425,2003,2001,86.7,2003,1,3,WD  01164
2001,17/2,0630,2,3,106.7,WD  01164,27.56700453,2003,2001,106.7,2003,2,3,WD  01164
2001,17/3,0630,3,3,83.2,WD  01164,23.3961598,2003,2001,83.2,2003,3,3,WD  01164
2001,17/4,0630,4,3,97.3,WD  01164,25.94534184,2003,2001,97.3,2003,4,3,WD  01164
2001,34/1,0630,1,3,111,WD  00516,28.29062164,2003,2001,111,2003,1,3,WD  00516
2001,34/2,0630,2,3,87.1,WD  00516,24.11665925,2003,2001,87.1,2003,2,3,WD  00516
2001,34/3,0630,3,3,100.3,WD  00516,26.46911388,2003,2001,100.3,2003,3,3,WD  00516
2001,34/4,0630,4,3,97.3,WD  00516,25.94534184,2003,2001,97.3,2003,4,3,WD  00516
2001,23/1,0630,1,3,89.5,WD  01155,24.55395237,2003,2001,89.5,2003,1,3,WD  01155
2001,23/2,0630,2,3,96,WD  01155,25.71647219,2003,2001,96,2003,2,3,WD  01155
2001,23/3,0630,3,3,92.9,WD  01155,25.16589917,2003,2001,92.9,2003,3,3,WD  01155
2001,23/4,0630,4,3,100.5,WD  01155,26.50381882,2003,2001,100.5,2003,4,3,WD  01155
2001,24/1,0630,1,3,91.7,WD  01158,24.95090541,2003,2001,91.7,2003,1,3,WD  01158
2001,24/2,0630,2,3,98.9,WD  01158,26.22543868,2003,2001,98.9,2003,2,3,WD  01158
2001,24/3,0630,3,3,108.9,WD  01158,27.9385841,2003,2001,108.9,2003,3,3,WD  01158
2001,24/4,0630,4,3,102.1,WD  01158,26.78051987,2003,2001,102.1,2003,4,3,WD  01158
2001,21/1,0630,1,3,93.7,WD  00411,25.30864235,2003,2001,93.7,2003,1,3,WD  00411
2001,21/2,0630,2,3,95.6,WD  00411,25.64581423,2003,2001,95.6,2003,2,3,WD  00411
2001,21/3,0630,3,3,98.6,WD  00411,26.17305244,2003,2001,98.6,2003,3,3,WD  00411
2001,21/4,0630,4,3,99.2,WD  00411,26.27776456,2003,2001,99.2,2003,4,3,WD  00411
2001,7/1,0645,1,2,100.1,WD  01172,26.43438264,2002,2001,100.1,2002,1,2,WD  01172
2001,7/2,0645,2,2,95.5,WD  01172,25.6281322,2002,2001,95.5,2002,2,2,WD  01172
2001,7/3,0645,3,2,88.7,WD  01172,24.4086888,2002,2001,88.7,2002,3,2,WD  01172
2001,7/4,0645,4,2,84.7,WD  01172,23.67476272,2002,2001,84.7,2002,4,2,WD  01172
2001,6/1,0645,1,2,96.6,WD  01026,25.82224973,2002,2001,96.6,2002,1,2,WD  01026
2001,6/2,0645,2,2,93.9,WD  01026,25.34425568,2002,2001,93.9,2002,2,2,WD  01026
2001,6/3,0645,3,2,87.1,WD  01026,24.11665925,2002,2001,87.1,2002,3,2,WD  01026
2001,6/4,0645,4,2,88.1,WD  01026,24.29941418,2002,2001,88.1,2002,4,2,WD  01026
2001,9/1,0645,1,2,109.8,WD  01174,28.08977039,2002,2001,109.8,2002,1,2,WD  01174
2001,9/2,0645,2,2,100.7,WD  01174,26.53849752,2002,2001,100.7,2002,2,2,WD  01174
2001,9/3,0645,3,2,83.6,WD  01174,23.47063923,2002,2001,83.6,2002,3,2,WD  01174
2001,9/4,0645,4,2,90.7,WD  01174,24.77092605,2002,2001,90.7,2002,4,2,WD  01174
2001,5/1,0645,1,2,108.8,WD  00883,27.92175637,2002,2001,108.8,2002,1,2,WD  00883
2001,5/2,0645,2,2,107.4,WD  00883,27.6855475,2002,2001,107.4,2002,2,2,WD  00883
2001,5/3,0645,3,2,95.8,WD  00883,25.68115722,2002,2001,95.8,2002,3,2,WD  00883
2001,5/4,0645,4,2,77.5,WD  00883,22.31957798,2002,2001,77.5,2002,4,2,WD  00883
2001,18/1,0645,1,2,114.3,WD  01171,28.83875313,2002,2001,114.3,2002,1,2,WD  01171
2001,18/2,0645,2,2,119.5,WD  01171,29.69042693,2002,2001,119.5,2002,2,2,WD  01171
2001,18/3,0645,3,2,106.2,WD  01171,27.48214998,2002,2001,106.2,2002,3,2,WD  01171
2001,18/4,0645,4,2,95.5,WD  01171,25.6281322,2002,2001,95.5,2002,4,2,WD  01171
2001,3/1,0645,1,2,111.3,WD  00751,28.34070532,2002,2001,111.3,2002,1,2,WD  00751
2001,3/2,0645,2,2,118,WD  00751,29.44622294,2002,2001,118,2002,2,2,WD  00751
2001,3/3,0645,3,2,109.2,WD  00751,27.9890321,2002,2001,109.2,2002,3,2,WD  00751
2001,3/4,0645,4,2,112.1,WD  00751,28.47401164,2002,2001,112.1,2002,4,2,WD  00751
2001,11/1,0645,1,2,116.5,WD  01149,29.20083647,2002,2001,116.5,2002,1,2,WD  01149
2001,11/2,0645,2,2,122.6,WD  01149,30.19145507,2002,2001,122.6,2002,2,2,WD  01149
2001,11/3,0645,3,2,106.6,WD  01149,27.55004573,2002,2001,106.6,2002,3,2,WD  01149
2001,11/4,0645,4,2,101.7,WD  01149,26.71150002,2002,2001,101.7,2002,4,2,WD  01149
2001,12/1,0645,1,2,125.5,WD  01150,30.65581779,2002,2001,125.5,2002,1,2,WD  01150
2001,12/2,0645,2,2,123.1,WD  01150,30.27181296,2002,2001,123.1,2002,2,2,WD  01150
2001,12/3,0645,3,2,100.3,WD  01150,26.46911388,2002,2001,100.3,2002,3,2,WD  01150
2001,12/4,0645,4,2,113.4,WD  01150,28.68986601,2002,2001,113.4,2002,4,2,WD  01150
2001,13/1,0645,1,2,106.2,WD  01151,27.48214998,2002,2001,106.2,2002,1,2,WD  01151
2001,13/2,0645,2,2,119.9,WD  01151,29.7553509,2002,2001,119.9,2002,2,2,WD  01151
2001,13/3,0645,3,2,101,WD  01151,26.59046654,2002,2001,101,2002,3,2,WD  01151
2001,13/4,0645,4,2,103.8,WD  01151,27.07271544,2002,2001,103.8,2002,4,2,WD  01151
2001,14/1,0645,1,2,118.1,WD  01152,29.46253977,2002,2001,118.1,2002,1,2,WD  01152
2001,14/2,0645,2,2,114.3,WD  01152,28.83875313,2002,2001,114.3,2002,2,2,WD  01152
2001,14/3,0645,3,2,97.3,WD  01152,25.94534184,2002,2001,97.3,2002,3,2,WD  01152
2001,14/4,0645,4,2,91.7,WD  01152,24.95090541,2002,2001,91.7,2002,4,2,WD  01152
2001,15/1,0645,1,2,120.9,WD  01156,29.91730181,2002,2001,120.9,2002,1,2,WD  01156
2001,15/2,0645,2,2,120,WD  01156,29.77156903,2002,2001,120,2002,2,2,WD  01156
2001,15/3,0645,3,2,112.6,WD  01156,28.55714454,2002,2001,112.6,2002,3,2,WD  01156
2001,15/4,0645,4,2,93.9,WD  01156,25.34425568,2002,2001,93.9,2002,4,2,WD  01156
2001,2/1,0645,1,2,127,WD  00609,30.89440419,2002,2001,127,2002,1,2,WD  00609
2001,2/2,0645,2,2,134.6,WD  00609,32.08717187,2002,2001,134.6,2002,2,2,WD  00609
2001,2/3,0645,3,2,109.8,WD  00609,28.08977039,2002,2001,109.8,2002,3,2,WD  00609
2001,2/4,0645,4,2,111.2,WD  00609,28.32401647,2002,2001,111.2,2002,4,2,WD  00609
2001,17/1,0645,1,2,88.3,WD  01164,24.33587038,2002,2001,88.3,2002,1,2,WD  01164
2001,17/2,0645,2,2,109.7,WD  01164,28.07299523,2002,2001,109.7,2002,2,2,WD  01164
2001,17/3,0645,3,2,95.8,WD  01164,25.68115722,2002,2001,95.8,2002,3,2,WD  01164
2001,17/4,0645,4,2,84.6,WD  01164,23.65624784,2002,2001,84.6,2002,4,2,WD  01164
2001,34/1,0645,1,2,92.5,WD  00516,25.09435248,2002,2001,92.5,2002,1,2,WD  00516
2001,34/2,0645,2,2,118.8,WD  00516,29.57661091,2002,2001,118.8,2002,2,2,WD  00516
2001,34/3,0645,3,2,114.4,WD  00516,28.85526859,2002,2001,114.4,2002,3,2,WD  00516
2001,34/4,0645,4,2,109.5,WD  00516,28.03942747,2002,2001,109.5,2002,4,2,WD  00516
2001,23/1,0645,1,2,120.7,WD  01155,29.88495247,2002,2001,120.7,2002,1,2,WD  01155
2001,23/2,0645,2,2,135.7,WD  01155,32.25766407,2002,2001,135.7,2002,2,2,WD  01155
2001,23/3,0645,3,2,110.2,WD  01155,28.15681306,2002,2001,110.2,2002,3,2,WD  01155
